Close,Volume,Volatility,target
0.03508087956295226,0.00015826650498486242,0.18923787251392016,0
0.03508087956295226,0.00018564686939572843,0.18883527914556184,0
0.03448883825937147,0.00026659876344372257,0.187581366755958,1
0.03508087956295226,0.00019761612131618058,0.18886970453670884,0
0.03389679912074465,0.0005085682270870767,0.19258661854441875,0
0.03271272733835294,0.0008902799566970312,0.1980120710248905,0
0.03138063548777314,0.0008277129305526704,0.1910145235296437,0
0.029604522401800636,0.001142255357428676,0.20613746832363486,1
0.029900540888637056,0.0007485046903409552,0.20171364419294432,1
0.031084617000936718,0.000649325478344995,0.2133364112058178,0
0.029604522401800636,0.0005587509177739389,0.2225878015612944,0
0.028568451203011234,0.0004659736876303809,0.22647608112337406,0
0.026644328873620518,0.0009725770849818765,0.24429423952979473,1
0.027680393577547997,0.0008146150755844095,0.25442052387857,1
0.02916049250659203,0.0005974157977594724,0.2722676285015717,1
0.031084617000936718,0.0012038982924869115,0.2959378203470207,0
0.03064058927068209,0.0005123782091880686,0.29569700039505736,1
0.030788596349146317,0.00023445857248760146,0.2890855746766416,0
0.029604522401800636,0.0007143905802287337,0.2817982855249966,0
0.02916049250659203,0.00038743654963367154,0.2817287546405711,1
0.029604522401800636,0.0004900258092277761,0.2826060852641177,0
0.027828407150874156,0.0007774741884392728,0.28976265329394263,1
0.02797641422933839,0.0007524055666471397,0.29041029518061817,0
0.027680393577547997,0.0005793081571816766,0.28536478350865296,0
0.027532384334129783,0.0007899403286814447,0.28540958222702756,1
0.027680393577547997,0.0009768400232054119,0.28487345124840735,1
0.02797641422933839,0.0005156973625810202,0.28532824188908995,1
0.028272434881128787,0.00029455176134730225,0.28560233364288806,1
0.028568451203011234,0.0003558492984258057,0.286810042750971,0
0.028568451203011234,0.0008517362689850879,0.2869007542103886,0
0.028568451203011234,0.0003429271722542506,0.280849878793212,1
0.03004855013205527,0.001040514443749703,0.2957363720731468,1
0.031084617000936718,0.0006611174865653215,0.30146428844694756,0
0.03004855013205527,0.00035897757398785276,0.30337937735334986,0
0.03004855013205527,0.0003708316932483942,0.29948400430078126,1
0.03064058927068209,0.000533608065714232,0.29695407870537266,0
0.030344570783845656,0.0004254197230802602,0.2901241717382618,0
0.02975252948026487,0.0004012464092092748,0.2768487689114033,1
0.032564718094934726,0.0015524942333383438,0.3148985180378943,1
0.032860734416817174,0.0008863927145216254,0.30933672294930675,0
0.032120683869818166,0.000731230246644092,0.30102532525082576,0
0.032120683869818166,0.0004944993190266744,0.29436263380390243,0
0.03004855013205527,0.00148625356640078,0.29282504777624624,1
0.03064058927068209,0.0008275038738807273,0.28851927340564,0
0.03004855013205527,0.0005138113078232727,0.27885907311130764,0
0.02975252948026487,0.0005206980587700358,0.25813796361890523,0
0.02930850175001024,0.0004836238273753737,0.25822174742963355,0
0.029012483263173815,0.0003013248945375746,0.25842170511799384,0
0.02871646261138342,0.00019600729388427067,0.25161070639711974,1
0.02916049250659203,0.0003232743301881797,0.2517154292943479,0
0.027532384334129783,0.0007099276747537746,0.26580804337416336,1
0.027680393577547997,0.0006685829306184777,0.24810238495823028,1
0.028568451203011234,0.00047525550088397037,0.25313044032683873,0
0.026940347360456942,0.0004077392852668698,0.26904536570470844,1
0.027532384334129783,0.0006667014205709899,0.2712389365388223,1
0.028272434881128787,0.0003429195977371512,0.2743990777541561,0
0.028272434881128787,0.00019285629477092545,0.2739544599604697,1
0.028420444124546997,0.0008684199003481987,0.2735867715907044,0
0.0281244234727566,0.00043209893225850006,0.2736404467379954,0
0.027680393577547997,0.0009965352825672391,0.27478601954229376,0
0.027088358768829125,0.0008222547335308517,0.27676994342208666,1
0.027236365847293362,0.0004274845364415532,0.2629055863997165,1
0.027384375090711573,0.000465502552666799,0.25602825678602514,1
0.027828407150874156,0.0005459227156144161,0.253126236431516,0
0.026644328873620518,0.0005795035797228408,0.2610904650248338,1
0.027384375090711573,0.000481802913464681,0.26323765710995933,1
0.027828407150874156,0.00028440493824096277,0.2648109079936474,0
0.027236365847293362,0.0004913740732714671,0.2651068118438827,1
0.027532384334129783,0.00012596724916965417,0.21315313962095606,0
0.027384375090711573,0.00028897540185873316,0.2118354816774292,0
0.02620029897841191,0.0019822783931712712,0.2184411574358526,0
0.025312241352948673,0.0008683608191148235,0.22235218803256565,0
0.02427617231911325,0.0005086621510991091,0.2090127351776227,1
0.02442418156253146,0.0004428517167327906,0.2056006089939669,0
0.02368413318048643,0.0004424457226162634,0.20789658805067762,0
0.023388116858603984,0.000766772910681258,0.2080038481350588,0
0.02264759218668457,0.0012428146464401448,0.21106123979151642,0
0.021737488834899364,0.0020819514636821117,0.21683068759294322,0
0.02143412032931964,0.00155167618549161,0.21694381021568274,1
0.02158580566458649,0.0010490539543275524,0.21482580534312648,0
0.02158580566458649,0.0004899227957952244,0.20140810234832318,1
0.021889172005212242,0.0012753896146777707,0.20325749566980966,1
0.022495909016371694,0.0005966431970153348,0.2009810235616851,0
0.022192540510791968,0.0004794184554817938,0.1844683814628494,0
0.022040857340479093,0.0004320247019909261,0.17871788992684112,0
0.02158580566458649,0.00044442418648262346,0.17102702908389134,1
0.021737488834899364,0.00037121950852388283,0.1722602002271761,0
0.020220648471954702,0.0010894291602741278,0.19492324191992588,1
0.020979068653427035,0.0005201511786354601,0.208911119433706,1
0.021130753988693886,0.0003831736114101362,0.21021432152746697,1
0.02143412032931964,0.00028761047387742357,0.21210418585331484,1
0.02234422584605882,0.0004147775265556207,0.22515890844319356,0
0.021737488834899364,0.0005664966189597725,0.22661272862441562,0
0.02158580566458649,0.00018057800255281829,0.22333454090850482,0
0.020979068653427035,0.00031511051565845984,0.2185568407196323,0
0.020827385483114157,0.00034464658763581153,0.2108299208302179,0
0.020827385483114157,0.0003877243812834482,0.2074138897749106,0
0.020372333807221553,0.00037802748449281237,0.2074353774243739,1
0.021130753988693886,0.0003828978989877185,0.21753824337453428,0
0.020675700147847306,0.0005686735351741366,0.21839871694774268,0
0.020372333807221553,0.0008641236342494262,0.21133717754303075,0
0.020068965301641827,0.0013107126177190546,0.207421994871937,0
0.01991728213132895,0.0008133804292972093,0.20014305879595154,0
0.019462230455436345,0.0011929849282501142,0.20067277137876335,1
0.019765596796062098,0.0008004779968701126,0.20007660876565125,0
0.019613911460795247,0.0007141330466473545,0.1998024231141181,1
0.019765596796062098,0.0006170307672400463,0.19624567211778457,0
0.019462230455436345,0.0011093440806318373,0.1884967355747348,0
0.01915886194985662,0.0009338803920245256,0.18871811236829147,0
0.01809707326280456,0.001962892174107099,0.20393695911772974,0
0.017945390092491686,0.0014359042363377315,0.2037805876871318,1
0.01915886194985662,0.0028261659475379737,0.23114308481041831,1
0.019613911460795247,0.002079919978196056,0.22977345499128984,1
0.01991728213132895,0.001224508553514345,0.23123178701798128,1
0.020068965301641827,0.0010759434900303782,0.23175768978632597,0
0.020068965301641827,0.000942283561294586,0.22997631071113203,1
0.020675700147847306,0.001023017309250118,0.23501164781340808,0
0.020372333807221553,0.0011419675257788994,0.2089547749808431,1
0.020524014812580454,0.0010602218223388896,0.20083221072426627,0
0.020068965301641827,0.0010789217901538573,0.20317401794051496,1
0.020827385483114157,0.0010772008598688766,0.21073842300626866,1
0.020979068653427035,0.001047513297549537,0.199583337873834,1
0.02128243715900676,0.0007537553455942506,0.1968372183496022,1
0.02143412032931964,0.0007155191832765425,0.19688759512561407,0
0.020827385483114157,0.0006440884572224784,0.19695300150814218,0
0.020675700147847306,0.00048169687022528955,0.19695744328053333,0
0.020068965301641827,0.00042680737461286793,0.20211775576800464,1
0.020220648471954702,0.0002968983467446925,0.19969846023952326,0
0.020068965301641827,0.0008389110966324049,0.19090488220964227,0
0.020068965301641827,0.00030017508284188756,0.1881940889760286,0
0.019613911460795247,0.0005117692180132778,0.19003197630708268,0
0.018400441768384287,0.0019972274601186223,0.21102718780204432,0
0.018248758598071412,0.0011651834206885222,0.2110657729959804,1
0.01885549344427689,0.0008742234953497494,0.21542914193976684,1
0.01900717661458977,0.0003057423529099374,0.21433167123717567,0
0.018703808109010043,0.00038127240761818995,0.21533875398942134,1
0.01885549344427689,0.0002909781041798112,0.21537480344006474,0
0.01885549344427689,0.0003132517291622702,0.2141997056782751,0
0.018552122773743192,0.00043448490514480715,0.2142789636424164,0
0.018552122773743192,0.0004035505773109085,0.1958620093476952,0
0.018248758598071412,0.0005806639957424669,0.19717401322830613,0
0.018248758598071412,0.00044343343964602355,0.16677859766936964,0
0.018248758598071412,0.0003148181392984235,0.16201687901386017,0
0.017945390092491686,0.00039209942236005446,0.16095693667636435,0
0.01733865308133223,0.0018771789386104296,0.16642354350180483,0
